country_code,browser_name,browser_version,os_name,os_version,traffic
XX,"UC Browser",9.6.3.413,Android,4.1.2,2
XX,"UC Browser",10.7.4.669,Android,5.0,1
XX,"Chrome Mobile",38.0.2125.114,Android,4.0.3,4
XX,"Chrome Mobile",46.0.2490.85,iOS,8_1_1,4
XX,"Chrome Mobile",23.0.1271.100,iOS,6_1_3,1
XX,"Opera Mini",4.1.13572/24.871,,,2
XX,"BlackBerry Browser",7.1.0.267,RIM,7.1.0.267,32
XX,"Chrome Mobile",54.0.2786.0,Android,6.0.1,6
XX,"Opera Mini",5.1.21594/24.741,"Windows Mobile",,1
XX,"Opera Mini",7.5.35613/35.5125,Android,2.3.5,1
XX,"Opera Mini",9.80,,,127
XX,Yandex.Browser,16.6.1.9652.00,Android,4.2.2,19
XX,"Chrome Mobile",40.0.2214.69,iOS,8_3,2
XX,"UC Browser",10.7.5.785,Android,4..1.2,2
XX,"UC Browser",8.6.1.262,Android,2.3.3,3
XX,Yandex.Browser,15.6.2311.6088.00,Android,5.0.2,4
XX,Safari,5.0.2,iOS,428,1
XX,"Chrome Mobile",43.0.2357.56,iOS,8_2,3
XX,"Chrome Mobile",54.0.2831.0,Android,6.0.1,45
XX,"Opera Mini",12.0.1987/37.8104,Android,5.1,1
XX,"UC Browser",10.8.5.725,Android,4.4.2,19
XX,Yandex.Browser,16.4.0.9335.01,Android,5.1,3
XX,"Nokia Browser",,"Asha platform","Series 40",5
XX,"Opera Mobile",28.0.1764.90386,Android,5.1.1,8
XX,"Chrome Mobile",47.0.2526.70,iOS,7_0_6,4
XX,Firefox,5.0,iOS,10_0,30
XX,"Internet Explorer",10.0,"Windows RT","NT 5.1",1
XX,"Opera Mobile",37.6.2192.105571,Android,4.3,1
XX,"UC Browser",9.6.0.514,Android,4.4.2,23
XX,"UC Browser",9.7.5.418,Android,4.4.2,221
XX,"Opera Mobile",24.0.1565.82529,Android,4.2.2,5
XX,Yandex.Browser,16.4.0.9404.01,Android,4.4.2,2
XX,"Chrome Mobile",53.0.2782.9,Android,4.4.4,17
XX,Yandex.Browser,15.12.2490.5202.11,iOS,7_0,1
XX,"Opera Mini",4.2.14912/24.783,,,1
XX,"Android Browser",4.0,Android,3.0,24
XX,Yandex.Browser,16.6.0.8810.00,Android,5.1,166
XX,Yandex.Browser,16.3.3.4,iOS,9_3_3,15
XX,"Chrome Mobile",54.0.2817.0,Android,6.0.1,37
XX,"Chrome Mobile",45.0.2454.89,iOS,9_0_1,3
XX,"Chrome Mobile",51.0.2704.77,Android,4.2.2,25
XX,Yandex.Browser,16.6.1.9652.00,Android,4.3,10
XX,Safari,4.0.5,iOS,5_0,2
XX,"Amazon Silk",3.48,Android,4.0.3,10
XX,"Chrome Mobile",53.0.2782.9,Android,5.1,22
XX,Yandex.Browser,15.12.2490.5202.10,iOS,9_1,1
XX,Yandex.Browser,16.7.0.2531.00,Android,4.2.1,2
XX,"Chrome Mobile",39.0.2171.45,iOS,7_1_2,1
XX,"Amazon Silk",3.23,Android,4.0.3,1
XX,"Chrome Mobile",42.0.2311.111,Android,4.1.1,19
XX,"MIUI Browser",8.0.2,Android,5.1.1,2
XX,"Opera Mobile",12.10,Android,4.1.1,13
XX,Firefox,43.0,Android,4.0.3,14
XX,Safari,9.0,iOS,8_1_1,2
XX,Safari,6.0,iOS,9_0,1
XX,"Chrome Mobile",53.0.2774.4,Android,5.1.1,6
XX,"Opera Mini",6.5.30242/37.7867,"Samsung proprietary",,3
XX,"Opera Mobile",11.10,Android,2.2.1,32
XX,"Chrome Mobile",46.0.2490,Android,6.0,1
XX,"Chrome Mobile",36.0.1985.57,iOS,9_2_1,2
XX,"Opera Mini",5.0.18741/28.2794,,,4
XX,"Chrome Mobile",49.0.2619.5,Android,4.4.4,6
XX,"Opera Mini",6.5.29194/28.2725,Android,,10
XX,"Chrome Mobile",54.0.2830.0,Android,5.0,6
XX,"UC Browser",10.6.0.706,Android,2.3.6,7
XX,"Opera Mini",4.2.13337.,,,1
XX,"Opera Mini",4.0.9751/24.746,,,2
XX,"BlackBerry Browser",7.1.0.634,RIM,7.1.0.634,10
XX,"Chrome Mobile",45.0.2454.89,iOS,9_0,3
XX,"Chrome Mobile",38.0.2125.59,iOS,8_1,2
XX,Firefox,3.0,iOS,9_3_1,8
XX,"Chrome Mobile",43.0.2357.61,iOS,8_4,43
XX,"UC Browser",10.9.7.737,Android,4.3,2
XX,"Chrome Mobile",1.0,Android,2.3.5,1
XX,"UC Browser",10.4.0.641,Android,4.4.2,5
XX,"UC Browser",9.3.0.326,iOS,7_1_1,1
XX,"UC Browser",10.10.0.796,Android,4.3,45
XX,"Chrome Mobile",40.0.2214.89,Android,4.3,24
XX,"Amazon Silk",2.1,Android,4.0.3,9
XX,"Chrome Mobile",18.0.1025.166,Android,4.4.3,14
XX,"Chrome Mobile",35.0.1916.38,iOS,8_4_1,2
XX,"Opera Mini",7.5.33361/37.7549,Android,4.2.1,1
XX,Firefox,49.0,Android,6.0,19
XX,"Chrome Mobile",48.0.2564.116,Android,4.3.1,18
XX,"Opera Mini",5.0.18635/28.2555,,,8
XX,"Chrome Mobile",52.0.2743.91,Android,4.4,14
XX,"UC Browser",11.0.0.818,Android,5.1.1,46
XX,Yandex.Browser,16.6.0.8810.00,Android,5.0,110
XX,"Android Browser",3.0.4,Android,4.3,1
XX,"Opera Mobile",18.0.1290.68007,Android,4.4.2,2
XX,"Opera Mini",6.5.27452/28.2647,Android,,7
XX,"Opera Mini",6.0.24095/24.746,Symbian,,5
XX,"UC Browser",10.9.5.735,Android,4.3,1
XX,"UC Browser",10.4.1.576,Android,4.4.4,7
XX,"UC Browser",9.3.0.326,iOS,8_4_1,1
XX,"Opera Mobile",33.0.2002.98088,Android,4.4.4,3
XX,"Chrome Mobile",40.0.2214.73,iOS,8_1_1,2
XX,Yandex.Browser,16.2.0.6967.11,iOS,9_3_1,1
XX,"Chrome Mobile",41.0.2272.94,Android,5.0.1,10
XX,Yandex.Browser,15.4.2272.3842.00,Android,6.0.1,1
XX,Safari,,iOS,7_0_1,18
XX,"Chrome Mobile",21.0.1180.82,iOS,8_4,1
XX,"Android Browser",3.0.4,Android,5.1,1
XX,"Chrome Mobile",43.0.2357.93,Android,4.2.1,49
XX,"Chrome Mobile",46.0.2486.0,Windows,10,1
XX,"webOS Browser",234.83,webOS,3.0.5,41
XX,"Chrome Mobile",42.0.2307.2,Android,4.4,8
XX,Yandex.Browser,15.12.2490.5202.10,iOS,8_3,1
XX,"UC Browser",9.5.0.480,Android,4.4.2,2
XX,"Opera Mini",7.5.33361/37.8717,Android,,15
XX,"Opera Mini",4.2.18887/24.746,,,1
XX,Yandex.Browser,16.6.0.8810.01,Android,4.4.2,87
XX,"Opera Mobile",35.0.2070.100283,Android,5.1.1,16
XX,"UC Browser",8.5.0.185,Windows,,19
XX,"Nokia S60 Browser",7.3.1.20,"Nokia OS","Series 60",2
XX,"Chrome Mobile",32.0.1700.20,iOS,6_1_3,1
XX,"Chrome Mobile",43.0.2357.56,iOS,9_2,4
XX,Safari,,iOS,6_1_1,16
XX,"BlackBerry Browser",7.1.0.990,RIM,7.1.0.990,3
XX,Safari,5.1,iOS,7_0_2,1
XX,"Chrome Mobile",42.0.2311.108,Android,4.1.1,6
XX,"UC Browser",9.3.0.440,Android,4.1.2,12
XX,"UC Browser",10.8.8.730,Android,4.4.4,62
XX,"UC Browser",10.6.2.599,Android,2.3.7,1
XX,Safari,,iOS,7_0_5,24
XX,"UC Browser",8.8.1.359,Android,2.3.6,2
XX,"Chrome Mobile",53.0.2785.80,Android,5.0.2,3
XX,Yandex.Browser,16.4.1.9336.10,iOS,9_2,3
XX,"Chrome Mobile",53.0.2785.21,Android,4.4.2,11
XX,Yandex.Browser,13.11.1500.9435,Android,4.4.2,4
XX,Firefox,42.0.1,Android,5.1.1,1
XX,"UC Browser",10.10.3.810,Android,5.0,3
XX,"Opera Mobile",30.0.1856.92967,Android,4.1.2,1
XX,"Chrome Mobile",53.0.2782.2,Android,5.0.2,3
XX,"Opera Mini",4.2.14912/28.1857,,,1
XX,"Opera Mini",7.0.28870/34.861,"Nokia OS",,5
XX,Yandex.Browser,16.4.0.9335.01,Android,4.2.2,2
XX,"Chrome Mobile",39.0.2171.50,iOS,7_0_6,8
XX,Yandex.Browser,16.2.1.7731.00,Android,6.0,1
XX,"Chrome Mobile",48.0.2564.104,iOS,9_3,10
XX,"UC Browser",10.7.3.808,iOS,10_0,2
XX,Yandex.Browser,16.7.0.2531.00,Android,4.2.2,17
XX,Yandex.Browser,16.7.0.3679.10,iOS,9_2_1,27
XX,"Chrome Mobile",47.0.2526.70,iOS,7_1_1,8
XX,"Opera Mini",1.6.0,,,1
XX,"Opera Mini",4.2.14320/24.760,,,2
XX,"Chrome Mobile",52.0.2743.25,Android,4.4.2,3
XX,"Chrome Mobile",50.0.2661.35,Android,4.4.2,1
XX,OneBrowser,4.2.0,Android,4.1.2,10
XX,"Opera Mini",4.5.40380/37.8773,,,4
XX,Yandex.Browser,16.7.0.3679.11,iOS,9_3,1
XX,"Opera Mini",5.1.21126/28.2647,Android,,8
XX,"UC Browser",10.7.2.757,Android,4.1.2,28
XX,"UC Browser",10.10.8.820,Android,4.4.3,9
XX,"UC Browser",9.9.3.478,Android,4.2.2,5
XX,Firefox,43.0,Android,5.1,29
XX,"Chrome Mobile",45.0.2454.68,iOS,7_1_2,11
XX,"Opera Mini",7.0.30567/28.2794,,,6
XX,"Chrome Mobile",35.0.1916.122,Android,4.2.1,27
XX,"Chrome Mobile",41.0.2272.92,Android,4.4.4,2
XX,"Opera Mini",5.0.19693/24.760,,,2
XX,"Chrome Mobile",36.0.1985.135,Android,4.2.1,2
XX,"Chrome Mobile",38.0.2125.59,iOS,7_0_2,1
XX,"Opera Mobile",11.10,Android,4.4.2,3
XX,"Opera Mobile",9.5,"Windows Mobile",6.5,4
XX,Safari,5.1,iOS,9_3_4,3
XX,"UC Browser",10.8.0.718,Android,5.1.1,66
XX,"Opera Mini",4.5.40301/36.1955,,,6
XX,"Chrome Mobile",39.0.2171.59,Android,4.4.4,37
XX,"BlackBerry Browser",7.1.0.821,RIM,7.1.0.821,3
XX,"Chrome Mobile",45.0.2454.89,iOS,7_0_2,2
XX,"Chrome Mobile",49.0.2586.0,Android,6.0.1,2
XX,"BlackBerry Browser",7.1.0.658,RIM,7.1.0.658,18
XX,"Chrome Mobile",49.0.2623.109,iOS,9_3_5,4
XX,Yandex.Browser,16.7.0.2001.01,Android,5.1.1,1
XX,"Opera Mini",8.0.35626/37.8841,,,4
XX,"Opera Mini",4.2.22714/24.746,,,3
XX,"UC Browser",10.9.1.711,Android,4.4.2,2
XX,Firefox,28.0,"Firefox OS",34.0,10
XX,"UC Browser",10.2.0.535,Android,5.1,4
XX,"Chrome Mobile",53.0.2774.4,Android,4.4.2,8
XX,"Chrome Mobile",30.0.1599.16,iOS,8_4,1
XX,Yandex.Browser,16.6.1.9652.00,Android,5.0.1,8
XX,Yandex.Browser,16.6.0.8810.00,Android,5.1.1,298
XX,Safari,9.0,iOS,4,25
XX,UP.Browser,,RIM,5.0.0.1006,3
XX,"Opera Mini",7.5.35199/37.6546,Android,,1
XX,"Opera Mini",8.0.1807/36.1955,Android,4.0.3,1
XX,"Opera Mini",4.2.14409/20.2485,,,1
XX,"Chrome Mobile",36.0.1985.128,Android,5.1.1,1
XX,Yandex.Browser,16.2.1.7529.01,Android,5.1,2
XX,"Nokia S60 Browser",7.2.7.4,Symbian,9.4,9
XX,UP.Browser,,RIM,4.0.0,8
XX,"UC Browser",10.10.0.796,Android,5.0.1,26
XX,"Chrome Mobile",41.0.2272.94,Android,5.1,4
XX,"Chrome Mobile",40.0.2214.116,Android,5.1,11
XX,"Chrome Mobile",54.0.2828.0,Android,6.0.1,6
XX,"Chrome Mobile",47.0.2526.83,Android,5.0.6,19
XX,"Chrome Mobile",42.0.2311.47,iOS,9_1,8
XX,"Chrome Mobile",53.0.2763.0,Android,4.4.2,6
XX,"Amazon Silk",3.16,Android,2.3.3,1
XX,UP.Browser,6.2.3.2,Rex,AMSS6500/5.3.80,1
XX,"UC Browser",9.7.5.418,Android,4.3,3
XX,"Android Browser",4.2,Android,4.2,9
XX,"Chrome Mobile",47.0.2526.70,iOS,9_1,7
XX,"UC Browser",10.10.8.820,Android,5.1.2,2
XX,"UC Browser",10.9.5.735,Android,5.1,2
XX,Yandex.Browser,15.6.2311.6088.00,Android,4.1.2,2
XX,"Opera Mini",5.0.22234/28.2725,,,5
XX,"UC Browser",3.3.0.436,iOS,5_1,1
XX,"Chrome Mobile",43.0.2357.56,iOS,7_0_2,2
XX,"UC Browser",10.7.8.710,Android,4.1.2,19
XX,"UC Browser",9.4.0.342,"Nokia OS",,3
XX,"Chrome Mobile",42.0.2311.47,iOS,8_1,10
XX,"UC Browser",10.7.5.785,Android,4.3,40
XX,"Opera Mini",8.0.35659/37.7751,RIM,6.0,1
XX,"UC Browser",9.9.0.543,Android,4.2.2,1
XX,"Opera Mini",7.0.29950/37.6252,Android,,2
XX,"Chrome Mobile",39.0.2171.50,iOS,9_0_1,2
XX,Yandex.Browser,16.7.1.2858.01,Android,5.1.1,1
XX,"UC Browser",3.4.3.532,Android,4.0.4,11
XX,Safari,7.0,iOS,9_3_4,10
XX,Yandex.Browser,14.12.2125.9740.00,Android,4.2.2,4
XX,"Opera Mini",5.1.24009/28.2647,,,8
XX,Yandex.Browser,16.2.0.6967.10,iOS,8_1_1,2
XX,Yandex.Browser,15.10.2454.3845.00,Android,5.1,8
XX,"Opera Mobile",32.0.1953.96473,Android,4.2.2,9
XX,UP.Browser,7.0.0.1.c3,,,2
XX,"Opera Mini",6.5.27431/37.8157,Android,2.3.6,1
XX,"Chrome Mobile",53.0.2785.70,Android,5.0.2,5
XX,"UC Browser",10.6.2.599,Android,5.1,10
XX,"UC Browser",10.10.5.809,Android,4.2.1,38
XX,"Chrome Mobile",52.0.2723.0,Android,5.1,2
XX,"Chrome Mobile",37.0.2062.60,iOS,9_2_1,5
XX,"UC Browser",9.1.1.420,Android,4.2.2,4
XX,Firefox,5.1,iOS,9_2_1,2
XX,Safari,,iOS,2_2_1,23
XX,"Chrome Mobile",52.0.2743.62,Android,4.2.2,13
XX,"Chrome Mobile",53.0.2785.70,Android,5.1.1,15
XX,"Chrome Mobile",43.0.2357.56,iOS,8_1_2,3
XX,"Opera Mobile",27.0.1698.89115,Android,4.4.4,11
XX,Yandex.Browser,15.4.2272.3842.01,Android,5.1,17
XX,Firefox,4.0,iOS,8_4,17
XX,Yandex.Browser,15.12.2.6773.00,Android,4.4.2,4
XX,"UC Browser",9.1.1.420,Android,4.4.2,8
XX,"Chrome Mobile",32.0.1700.20,iOS,9_3_4,1
XX,"Chrome Mobile",41.0.2272.96,Android,4.0.4,11
XX,"Opera Mobile",36.1.2126.102083,Android,6.0.1,5
XX,Yandex.Browser,14.2.1700.12535.00,Android,4.4.2,1
XX,"Opera Mobile",37.10.2192.106307,Android,6.0,7
XX,"Chrome Mobile",39.0.2171.59,Android,4.2.1,2
XX,"UC Browser",11.0.0.818,Android,4.4.4,73
XX,"Amazon Silk",3.21,Android,4.0.3,17
XX,"Chrome Mobile",48.0.2564.23,Android,5.1.1,101
XX,"Chrome Mobile",33.0.1750.136,Android,4.2.1,3
XX,"Opera Mobile",37.1.2192.107015,Android,5.1.1,1
XX,"Opera Mini",7.1.32535/36.2297,,,1
XX,"Opera Mini",7.5.31657/28.2766,Android,,14
XX,"Chrome Mobile",41.0.2272.96,Android,4.4,6
XX,"UC Browser",10.8.8.730,Android,4.1.1,5
XX,"UC Browser",8.8.1.359,Android,4.4.4,2
XX,"Opera Mini",14.0.2065/37.8717,Android,,11
XX,"BlackBerry Browser",6.0.0.431,RIM,6.0.0.431,4
XX,Yandex.Browser,16.6.0.8810.01,Android,4.1.2,8
XX,Yandex.Browser,16.6.1.9652.00,Android,5.1,11
XX,"Opera Mini",4.4.31583/28.2555,,,11
XX,"Chrome Mobile",54.0.2837.2,Android,6.0.1,23
XX,"Chrome Mobile",45.0.2454.89,iOS,9_3,4
XX,"Chrome Mobile",40.0.2214.61,iOS,8_3,2
XX,"Opera Mini",4.0.10247/24.760,,,4
XX,"Internet Explorer Mobile",11.0,"Windows Phone",,8
XX,"UC Browser",10.9.0.747,iOS,8_4,2
XX,"UC Browser",9.5.0.449,Symbian,9.2,3
XX,"UC Browser",10.7.11.672,iOS,9_3_3,1
XX,"Android Browser",,Android,0.5,35
XX,"Opera Mini",7.0.28967/35.6680,Symbian,8.1a,1
XX,"UC Browser",9.6.0.514,Android,4.4.4,3
XX,"Chrome Mobile",44.0.2403.67,iOS,9_1,14
XX,"Chrome Mobile",26.0.1410.50,iOS,9_3_2,1
XX,"Chrome Mobile",51.0.2704.54,Android,5.1,2
XX,Firefox,1.3,iOS,9_3_4,1
XX,"Chrome Mobile",38.0.2125.102,Android,4.1.2,19
XX,"UC Browser",3.1.0.403,Android,4.2.2,7
XX,"Opera Mini",4.2.22408/20.2707,,,2
XX,"UC Browser",8.1.0.216,RIM,5.0.0,22
XX,"Chrome Mobile",39.0.0.0,Android,4.1.2,12
XX,Yandex.Browser,16.7.1.21152.11,iOS,9_3_4,7
XX,"Opera Mobile",22.0.1485.78487,Android,4.1.2,2
XX,"Chrome Mobile",31.0.1650.18,iOS,8_1,1
XX,"UC Browser",4.2.1.541,"Windows Phone",7.0,40
XX,"Chrome Mobile",43.0.2357.78,Android,5.1,12
XX,"Chrome Mobile",54.0.2788.0,Android,6.0.1,7
XX,"UC Browser",10.7.0.733,Android,5.1,4
XX,"Chrome Mobile",45.0.2454.89,iOS,8_4,79
XX,"Opera Mini",9.0.1829/37.8625,Android,4.2.2,1
XX,"Opera Mini",4.3.24603/28.2725,,,6
XX,"Nokia S60 Browser",7.1.5,Symbian,9.3,7
XX,"Opera Mobile",30.0.1856.93524,Android,5.1.1,15
XX,"SEMC Browser",,"Sony Ericsson proprietary",,5
XX,"BlackBerry Browser",7.1.0.807,RIM,7.1.0.807,1
XX,"Opera Mobile",10.70,Android,1.0,2
XX,"Opera Mini",4.2.14912/28.2647,,,9
XX,"UC Browser",8.6.0.276,Android,4.0.4,1
XX,"Chrome Mobile",39.0.2171.50,iOS,7_0_2,5
XX,Safari,,iOS,6_1_5,1
XX,"Opera Mini",4.2.13257/37.6546,,,12
XX,"UC Browser",9.8.0.534,Android,4.0.4,1
XX,"UC Browser",9.5.1.494,Android,4.4.2,37
XX,"Chrome Mobile",54.0.2794.0,Android,6.0,1
XX,"UC Browser",10.6.5.726,Android,2.1,1
XX,"Chrome Mobile",41.0.2272.58,iOS,8_2,6
XX,,,Symbian,7.0s,2
XX,"UC Browser",10.9.4.728,Android,5.0.2,19
XX,"Chrome Mobile",52.0.2743.41,iOS,9_3_2,1
XX,"UC Browser",10.9.5.735,Android,4.1.2,6
XX,"Chrome Mobile",53.0.2785.57,Android,5.0,9
XX,"Chrome Mobile",42.0.2311.47,iOS,8_0,3
XX,"Chrome Mobile",53.0.2782.9,Android,7.0,3
XX,"UC Browser",10.7.8.710,Android,4.3,8
XX,"Opera Mobile",37.10.2192.106307,Android,5.1.1,11
XX,"Chrome Mobile",51.0.2704.36,Android,6.0.1,6
XX,"UC Browser",10.7.2.757,Android,5.0,16
XX,"UC Browser",9.7.5.418,Android,2.3.5,2
XX,"Opera Mobile",4.0,Android,4.0.3,2
XX,Firefox,5.0,iOS,8_3,13
XX,"Chrome Mobile",35.0.1916.122,Android,4.0.4,1
XX,"Chrome Mobile",47.0.2526.0,Android,5.1.1,1
XX,"Opera Mobile",28.0.1764.89981,Android,5.1.1,17
XX,"UC Browser",10.0.0.488,Android,4.3,2
XX,"UC Browser",9.5.1.494,Android,4.2.2,2
XX,"Opera Mini",6.5.27109/37.8304,"Samsung proprietary",,1
XX,"UC Browser",9.3.0.326,iOS,9_2_1,6
XX,"Opera Mini",7.0.30362/28.2725,,,5
XX,"Chrome Mobile",54.0.2834.0,Android,6.0,2
XX,Firefox,5.0,iOS,9_0_1,5
XX,"UC Browser",3.4.3.532,iOS,5_1,11
XX,"Opera Mobile",35.0.2070.100283,Android,4.3,11
XX,"Chrome Mobile",54.0.2801.0,Android,6.0.1,20
XX,"Chrome Mobile",55.0.2845.0,Android,6.0,3
XX,Safari,9.0,iOS,7_1_2,19
XX,"UC Browser",11.0.4.846,Android,4.4.4,12
XX,"Opera Mini",4.2.17605/24.746,,,3
XX,"Chrome Mobile",41.0.2272.58,iOS,9_3_3,13
XX,"UC Browser",10.0.1.512,Android,4.3,2
XX,"UC Browser",9.3.0.326,,,1
XX,"Android Browser",4.0,Android,2.2.5,1
XX,Safari,4.0.4,iOS,4_0,7
XX,"Internet Explorer",6.0,"Palm OS",5.4.9,2
XX,"Chrome Mobile",41.0.2272.56,iOS,8_1_3,3
XX,"Opera Mini",6.0.24455/24.783,Symbian,,1
XX,"Chrome Mobile",42.0.2311.129,Android,5.1,182
XX,Firefox,49.0,Android,6.0.1,115
XX,"Android Browser",1.0,Android,4.2.2,5
XX,UP.Browser,,RIM,5.0.0.1075,7
XX,"UC Browser",8.1.0.216,RIM,7.0,4
XX,"Opera Mini",7.0.29703/28.2794,Android,,4
XX,"UC Browser",10.7.3.666,Android,5.1.1,1
XX,Yandex.Browser,16.2.2.7988.00,Android,6.0,1
XX,"Chrome Mobile",27.0.1453.10,iOS,9_3_2,3
XX,"Opera Mobile",33.0.2002.98088,Android,4.2.2,1
XX,"Opera Mini",4.2.14912/24.871,,,2
XX,Yandex.Browser,16.4.1.9336.10,iOS,7_1_1,5
XX,"Opera Mini",4.2.20464/32.1528,,,2
XX,"UC Browser",10.1.0.527,Android,4.1.2,17
XX,"Chrome Mobile",28.0.1500.16,iOS,9_3_1,4
XX,Yandex.Browser,16.7.0.3679.11,iOS,9_3_4,47
XX,"Chrome Mobile",35.0.1916.141,Android,5.1.1,6
XX,"UC Browser",10.6.1.690,Android,5.1,1
XX,"Chrome Mobile",54.0.2790.0,Android,6.0.1,13
XX,"Chrome Mobile",31.0.1650.18,iOS,7_1,2
XX,"UC Browser",10.0.0.488,Android,4.1.1,4
XX,"Chrome Mobile",50.0.2657.5,Android,5.0,1
XX,"Opera Mobile",37.6.2192.105571,Android,5.1,2
XX,"Internet Explorer Mobile",8.12,"Windows Mobile",6.1,5
XX,"Chrome Mobile",42.0.2311.47,iOS,9_0_2,2
XX,"Chrome Mobile",52.0.2743.83,Android,5.0.1,4
XX,Yandex.Browser,15.10.2454.3845.00,Android,4.2.1,1
XX,,,Sailfish,1.0,1
XX,"Chrome Mobile",46.0.2490.43,Android,6.0.1,9
XX,"UC Browser",10.6.0.586,Android,5.1.1,4
XX,"UC Browser",11.0.5.829,iOS,9_2_1,1
XX,NetFront,3.0.22.2.20,,,1
XX,"Opera Mini",5.19150/24.854,,,1
XX,"UC Browser",10.7.0.636,Android,4.0.3,2
XX,"Chrome Mobile",41.0.2272.58,iOS,7_1,2
XX,Safari,7.0,iOS,9_0_2,1
XX,"Chrome Mobile",42.0.2311.129,Android,5.0.1,2
XX,Firefox,48.0,Android,4.0.3,26
XX,"UC Browser",10.9.19.815,iOS,9_2,4
XX,"BlackBerry Browser",7.0.0.574,RIM,7.0.0.574,3
XX,Safari,5.1,iOS,9.3.1,2
XX,"UC Browser",9.8.0.534,Android,4.1.2,11
XX,"Chrome Mobile",48.0.2564.48,Android,6.0.1,1
XX,OneBrowser,4.2.0,Android,4.0.3,1
XX,"UC Browser",9.1.0.297,Android,4.2.1,9
XX,"Chrome Mobile",29.0.1547.59,Android,4.2.2,45
XX,Yandex.Browser,16.7.0.2777.01,Android,4.4.2,24
XX,"Opera Mobile",30.0.1856.93524,Android,4.1.1,1
XX,"Opera Mini",7.6.40125/35.6368,Android,2.1,1
XX,Yandex.Browser,16.7.0.2777.00,Android,5.0.2,24
XX,Firefox,45.0,Android,4.3,27
XX,Edge,14.14383,"Windows Phone",7.0,1
XX,"Chrome Mobile",31.0.1650.18,iOS,8_2,1
XX,"Chrome Mobile",43.0.2357.51,iOS,7_0_2,2
XX,Dolfin,3.0,Bada,2,13
XX,"Chrome Mobile",52.0.2743.98,Android,4.3.1,7
XX,,,"Samsung proprietary",1.0,23
XX,"UC Browser",10.2.0.535,Android,4.4.2,19
XX,"MIUI Browser",2.0.1,Android,4.4.2,135
XX,"Chrome Mobile",54.0.2819.0,Android,6.0.1,20
XX,"UC Browser",10.7.5.658,Android,4.2.1,2
XX,"Amazon Silk",2.6,Android,2.3.3,10
XX,"Opera Mini",6.1.25378/28.2794,,,9
XX,"Chrome Mobile",52.0.2743.41,Android,4.4.3,1
XX,"Chrome Mobile",36.0.1985.49,iOS,7_0_2,1
XX,"UC Browser",8.7.0.315,Android,6.0,2
XX,Yandex.Browser,15.9.2403.2772.10,iOS,9_2_1,4
XX,"UC Browser",11.0.6.831,iOS,9_3_3,3
XX,"Chrome Mobile",53.0.2785.80,Android,7.0,1
XX,"Opera Mini",7.6.40097/35.6998,Android,2.3.5,1
XX,Yandex.Browser,16.2.1.6482.01,Android,5.0.2,1
XX,"Opera Mobile",33.0.2002.97617,Android,6.0.1,1
XX,Edge,14.14342,"Windows Phone",10.0,21
XX,"Opera Mini",4.2.23546/24.871,,,4
XX,"UC Browser",10.10.8.820,Android,4.3,74
XX,"Chrome Mobile",53.0.2785.57,Android,4.4.4,5
XX,"BlackBerry Browser",7.1.0.539,RIM,7.1.0.539,3
XX,"Opera Mini",7.5.33361/37.8583,Android,4.2.2,1
XX,"Chrome Mobile",49.0.2623.75,Android,4.4.2,1
XX,"Chrome Mobile",54.0.2826.0,Android,6.0.1,17
XX,"MIUI Browser",8.2.6,Android,5.0.2,5
XX,"MIUI Browser",2.1.1,Android,4.1.1,11
XX,"Opera Mini",4.5.40380/37.8762,,,1
XX,"Chrome Mobile",37.0.2062.52,iOS,8_1_1,2
XX,"Opera Mobile",28.0.1764.90386,Android,4.4.4,7
XX,"Opera Mobile",24.0.1565.82529,Android,4.4.4,2
XX,"Chrome Mobile",38.0.2125.59,iOS,8_4_1,5
XX,"Chrome Mobile",50.0.2661.77,iOS,9_0_2,7
XX,"UC Browser",10.6.0.620,Android,4.2.1,2
XX,"Amazon Silk",3.0,Android,2.3.3,1
XX,"Chrome Mobile",42.0.2311.47,iOS,8_1_3,15
XX,Safari,,iOS,6,8
XX,"BlackBerry Browser",7.0.0.464,RIM,7.0.0.464,4
XX,"Chrome Mobile",52.0.2743.49,Android,5.0.1,2
XX,"Opera Mobile",12.10,Android,2.3.4,8
XX,"Opera Mini",7.5.33361/34.1697,Android,4.2,1
XX,"Chrome Mobile",28.0.1500.94,Android,4.0.3,6
XX,"Chrome Mobile",36.0.1985.49,iOS,7_1,2
XX,"Chrome Mobile",54.0.2812.0,Android,6.0,1
XX,"UC Browser",10.7.2.795,iOS,9_0_1,1
XX,"MIUI Browser",8.2.4,Android,4.4.4,2
XX,"Chrome Mobile",41.0.2272.58,iOS,9_3_4,10
XX,"Opera Mini",5.1.22296/24.838,,,3
XX,"Opera Mobile",35.0.2070.101271,Android,5.1,2
XX,"Chrome Mobile",33.0.1750.15,iOS,9_2,2
XX,"Chrome Mobile",54.0.2836.0,Android,6.0,1
XX,Firefox,41.0.2,Android,5.0.1,2
XX,"Opera Mobile",36.0.2126.101812,Android,5.1.1,4
XX,"Chrome Mobile",35.0.1916.38,iOS,9_3_3,1
XX,"Opera Mini",7.1.32543/34.818,RIM,5.0,4
XX,"Chrome Mobile",51.0.2704.28,Android,4.4.2,6
XX,"Amazon Silk",52.1.79,Android,4.0.3,76
XX,"UC Browser",10.10.5.811,Android,5.1.1,2
XX,"Chrome Mobile",41.0.2272.94,Android,4.2.1,1
